,Unnamed: 0,Unnamed: 0.1,證券代號,證券名稱,成交股數,成交筆數,成交金額,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示買量,最後揭示賣價,最後揭示賣量,本益比,日期
622279,180318,309,2337,旺宏,"17,093,216","3,153","84,467,018",5.07,5.07,4.90,4.91,-,0.17,4.91,638,4.92,21,0.00,2015-10-21
623207,181246,310,2337,旺宏,"13,641,822","2,667","66,896,150",4.88,4.97,4.84,4.89,-,0.02,4.89,134,4.90,10,0.00,2015-10-22
624136,182175,310,2337,旺宏,"6,981,119","1,522","34,460,208",4.94,4.99,4.90,4.91,+,0.02,4.91,11,4.92,14,0.00,2015-10-23
625065,183104,310,2337,旺宏,"6,446,917","1,507","32,039,238",5.00,5.03,4.94,4.95,+,0.04,4.95,211,4.96,6,0.00,2015-10-26
625995,184034,310,2337,旺宏,"7,178,690","1,324","35,375,593",4.95,4.97,4.89,4.96,+,0.01,4.95,2,4.96,92,0.0,2015-10-27
626925,184964,309,2337,旺宏,"4,034,151","1,052","19,901,139",5.00,5.00,4.91,4.92,-,0.04,4.91,143,4.92,46,0.00,2015-10-28
627854,185893,308,2337,旺宏,"9,853,953","2,052","49,396,154",5.04,5.09,4.97,4.98,+,0.06,4.98,252,4.99,35,0.0,2015-10-29
628784,186823,309,2337,旺宏,"12,686,957","2,177","60,638,436",4.91,4.92,4.70,4.77,-,0.21,4.77,182,4.78,21,0.00,2015-10-30
629714,187753,309,2337,旺宏,"5,344,868","1,566","25,582,020",4.74,4.85,4.73,4.82,+,0.05,4.81,10,4.82,77,0.00,2015-11-02
630644,188683,309,2337,旺宏,"4,850,999","1,311","23,357,632",4.85,4.85,4.79,4.83,+,0.01,4.82,28,4.83,109,0.00,2015-11-03
631574,189613,309,2337,旺宏,"7,130,899","1,603","34,652,315",4.83,4.91,4.83,4.86,+,0.03,4.85,894,4.86,353,0.00,2015-11-04
632504,190543,309,2337,旺宏,"5,336,459","1,136","26,093,831",4.87,4.92,4.86,4.87,+,0.01,4.87,76,4.88,2,0.00,2015-11-05
633434,191473,310,2337,旺宏,"4,004,547","1,097","19,390,485",4.87,4.90,4.81,4.83,-,0.04,4.83,6,4.85,15,0.00,2015-11-06
634365,192404,311,2337,旺宏,"5,584,769","1,479","26,998,170",4.85,4.91,4.79,4.80,-,0.03,4.80,69,4.82,2,0.00,2015-11-09
635298,193337,312,2337,旺宏,"3,136,082",821,"14,884,733",4.77,4.79,4.71,4.74,-,0.06,4.74,770,4.75,1,0.00,2015-11-10
636231,194270,312,2337,旺宏,"6,173,382","1,167","28,828,908",4.72,4.74,4.61,4.64,-,0.1,4.63,57,4.64,70,0.0,2015-11-11
637164,195203,312,2337,旺宏,"4,410,735","1,123","20,143,827",4.61,4.64,4.52,4.53,-,0.11,4.53,506,4.54,10,0.0,2015-11-12
638097,196136,312,2337,旺宏,"3,186,085",870,"14,298,872",4.53,4.53,4.46,4.47,-,0.06,4.46,661,4.47,44,0.00,2015-11-13
639031,197070,312,2337,旺宏,"3,859,092","1,056","16,991,674",4.39,4.43,4.37,4.41,-,0.06,4.41,18,4.42,139.0,0.00,2015-11-16
639965,198004,312,2337,旺宏,"2,861,769",920,"12,986,600",4.49,4.60,4.49,4.51,+,0.1,4.51,269,4.52,39,0.00,2015-11-17
640900,198939,312,2337,旺宏,"3,054,479",945,"13,683,214",4.51,4.54,4.45,4.46,-,0.05,4.46,6,4.47,7,0.00,2015-11-18
641834,199873,311,2337,旺宏,"2,728,771",884,"12,293,791",4.49,4.54,4.48,4.51,+,0.05,4.50,98,4.51,68,0.00,2015-11-19
642768,200807,311,2337,旺宏,"19,244,950","3,001","95,140,090",4.82,4.96,4.81,4.96,+,0.45,4.96,644,--,0,0.00,2015-11-20
643702,201741,311,2337,旺宏,"12,854,411","2,410","62,047,916",4.89,4.94,4.76,4.78,-,0.18,4.78,4,4.79,20,0.00,2015-11-23
644636,202675,311,2337,旺宏,"4,845,993","1,221","22,992,827",4.74,4.83,4.68,4.70,-,0.08,4.70,60,4.71,10,0.00,2015-11-24
645570,203609,311,2337,旺宏,"5,161,261","1,733","24,028,584",4.70,4.80,4.59,4.80,+,0.1,4.70,5,4.80,57,0.00,2015-11-25
646504,204543,311,2337,旺宏,"2,972,611",930,"14,169,163",4.79,4.82,4.74,4.74,-,0.06,4.74,109,4.75,23,0.00,2015-11-26
647438,205477,311,2337,旺宏,"2,597,905",712,"12,296,228",4.75,4.79,4.70,4.71,-,0.03,4.71,76,4.72,72,0.00,2015-11-27
648372,206411,311,2337,旺宏,"4,565,574",970,"21,006,249",4.71,4.71,4.56,4.60,-,0.11,4.60,101,4.61,1,0.00,2015-11-30
649307,207346,312,2337,旺宏,"3,946,325","1,171","18,561,569",4.61,4.78,4.60,4.73,+,0.13,4.73,40,4.74,12,0.00,2015-11-31
650242,208281,312,2337,旺宏,"3,946,325","1,171","18,561,569",4.61,4.78,4.60,4.73,+,0.13,4.73,40,4.74,12,0.00,2015-12-01
651178,209217,313,2337,旺宏,"2,817,377",793,"13,258,511",4.73,4.79,4.66,4.67,-,0.06,4.67,184,4.68,8,0.00,2015-12-02
652114,210153,313,2337,旺宏,"3,178,125",869,"14,984,748",4.67,4.75,4.67,4.72,+,0.05,4.72,158,4.73,29,0.00,2015-12-03
653048,211087,313,2337,旺宏,"4,298,401","1,096","20,335,384",4.70,4.78,4.69,4.76,+,0.04,4.76,36,4.77,105,0.00,2015-12-04
653982,212021,313,2337,旺宏,"3,100,187",760,"14,714,952",4.80,4.80,4.70,4.70,-,0.06,4.70,200,4.72,16,0.00,2015-12-07
654915,212954,313,2337,旺宏,"4,868,081","1,206","23,179,517",4.83,4.83,4.72,4.72,+,0.02,4.72,143,4.73,35,0.00,2015-12-08
655846,213885,311,2337,旺宏,"3,337,928",876,"15,571,161",4.72,4.75,4.63,4.67,-,0.05,4.67,19,4.68,5,0.00,2015-12-09
656777,214816,311,2337,旺宏,"3,624,915",900,"16,807,210",4.64,4.67,4.60,4.66,-,0.01,4.65,68,4.66,7,0.00,2015-12-10
657708,215747,311,2337,旺宏,"3,645,255",913,"16,720,787",4.65,4.70,4.55,4.56,-,0.1,4.55,192,4.56,1,0.00,2015-12-11
658642,216681,314,2337,旺宏,"3,246,635",897,"14,445,384",4.40,4.49,4.39,4.45,-,0.11,4.45,204,4.46,13,0.00,2015-12-14
659576,217615,314,2337,旺宏,"2,977,594",749,"13,480,025",4.50,4.56,4.49,4.56,+,0.11,4.53,6,4.56,20,0.00,2015-12-15
660514,218553,314,2337,旺宏,"2,621,308",741,"11,969,633",4.58,4.61,4.54,4.56, ,0.0,4.56,11,4.57,71,0.00,2015-12-16
661452,219491,313,2337,旺宏,"4,009,040",884,"18,558,547",4.57,4.69,4.57,4.65,+,0.09,4.65,72,4.66,9,0.00,2015-12-17
662390,220429,313,2337,旺宏,"4,605,569","1,274","21,581,345",4.60,4.75,4.58,4.69,+,0.04,4.69,11,4.70,32,0.00,2015-12-18
663328,221367,313,2337,旺宏,"8,194,428","1,781","39,271,634",4.67,4.87,4.64,4.83,+,0.14,4.82,25,4.83,194,0.00,2015-12-21
664267,222306,313,2337,旺宏,"3,537,848",950,"16,968,851",4.85,4.85,4.75,4.77,-,0.06,4.77,80,4.78,1,0.00,2015-12-22
665207,223246,313,2337,旺宏,"5,969,218","1,384","28,866,568",4.81,4.93,4.77,4.82,+,0.05,4.81,5,4.82,5,0.00,2015-12-23
666147,224186,313,2337,旺宏,"3,333,750",817,"15,954,443",4.83,4.84,4.74,4.75,-,0.07,4.75,10,4.76,15,0.00,2015-12-24
667086,225125,313,2337,旺宏,"3,132,990",689,"15,005,225",4.80,4.84,4.73,4.81,+,0.06,4.81,36,4.82,209,0.00,2015-12-25
668025,226064,313,2337,旺宏,"2,246,826",622,"10,802,812",4.81,4.85,4.77,4.81, ,0.0,4.80,25,4.81,157,0.00,2015-12-28
668963,227002,313,2337,旺宏,"2,047,760",829,"9,818,999",4.84,4.84,4.77,4.79,-,0.02,4.78,51,4.79,3,0.00,2015-12-29
669901,227940,314,2337,旺宏,"2,459,978",703,"11,797,268",4.80,4.83,4.77,4.80,+,0.01,4.79,4,4.80,153,0.00,2015-12-30
670839,228878,314,2337,旺宏,"2,635,918",779,"12,632,328",4.80,4.82,4.76,4.78,-,0.02,4.78,55,4.80,18,0.00,2015-12-31
671777,314,314,2337,旺宏,"3,564,019",924,"16,956,319",4.80,4.84,4.68,4.69,-,0.09,4.69,45,4.70,2,0.00,2016-01-04
672715,1252,314,2337,旺宏,"2,504,182",752,"11,692,096",4.69,4.74,4.62,4.63,-,0.06,4.63,119,4.65,10,0.00,2016-01-05
673654,2191,314,2337,旺宏,"4,528,184","1,073","20,886,563",4.63,4.69,4.57,4.60,-,0.03,4.60,109,4.61,1,0.00,2016-01-06
674594,3131,314,2337,旺宏,"6,462,223","1,275","29,128,814",4.60,4.63,4.45,4.49,-,0.11,4.48,34,4.49,2,0.00,2016-01-07
675534,4071,314,2337,旺宏,"3,729,252",829,"16,547,177",4.32,4.49,4.32,4.49, ,0.0,4.48,36,4.49,17,0.00,2016-01-08
676474,5011,314,2337,旺宏,"3,993,067",925,"17,609,959",4.50,4.50,4.38,4.38,-,0.11,4.38,204,4.39,7,0.00,2016-01-11
677414,5951,314,2337,旺宏,"3,106,461",836,"13,593,097",4.41,4.44,4.32,4.36,-,0.02,4.35,21,4.36,10,0.00,2016-01-12
678354,6891,314,2337,旺宏,"3,815,520","1,008","16,617,441",4.36,4.43,4.32,4.34,-,0.02,4.34,44,4.35,147,0.00,2016-01-13
679294,7831,314,2337,旺宏,"4,901,078","1,159","20,664,350",4.28,4.29,4.18,4.19,-,0.15,4.19,174,4.20,14,0.00,2016-01-14
680234,8771,314,2337,旺宏,"3,934,036",913,"16,452,278",4.23,4.25,4.15,4.15,-,0.04,4.15,220,4.16,1,0.00,2016-01-15
681174,9711,314,2337,旺宏,"3,757,180",885,"15,638,745",4.08,4.30,4.08,4.25,+,0.1,4.25,4,4.26,3,0.00,2016-01-18
682114,10651,314,2337,旺宏,"4,438,446","1,270","19,137,175",4.25,4.38,4.21,4.37,+,0.12,4.36,12,4.37,33,0.00,2016-01-19
683053,11590,314,2337,旺宏,"3,720,036",875,"15,965,475",4.35,4.35,4.24,4.25,-,0.12,4.25,72,4.26,7,0.00,2016-01-20
683991,12528,313,2337,旺宏,"4,062,148",832,"17,206,805",4.22,4.30,4.21,4.22,-,0.03,4.22,4,4.25,99,0.00,2016-01-21
684929,13466,313,2337,旺宏,"2,434,100",574,"10,438,694",4.26,4.34,4.24,4.29,+,0.07,4.29,33,4.30,138,0.00,2016-01-22
685867,14404,313,2337,旺宏,"3,145,208",894,"13,643,783",4.34,4.38,4.31,4.34,+,0.05,4.34,100,4.35,53,0.00,2016-01-25
686805,15342,313,2337,旺宏,"1,980,376",553,"8,510,867",4.33,4.34,4.28,4.29,-,0.05,4.29,94,4.32,14,0.00,2016-01-26
687746,16283,317,2337,旺宏,"2,009,248",452,"8,655,883",4.30,4.35,4.28,4.29, ,0.0,4.28,57,4.30,43,0.00,2016-01-27
688687,17224,317,2337,旺宏,"4,074,322",844,"17,544,892",4.29,4.35,4.26,4.34,+,0.05,4.33,15,4.34,103,0.00,2016-01-28
689628,18165,317,2337,旺宏,"16,910,775","2,470","66,121,092",3.91,3.91,3.91,3.91,-,0.43,--,0,3.91,"19,829",0.00,2016-01-29
690569,19106,317,2337,旺宏,"28,136,231","4,694","105,811,471",3.61,3.89,3.60,3.83,-,0.08,3.83,652,3.84,127,0.00,2016-01-30
691510,20047,317,2337,旺宏,"27,391,896","4,153","100,405,308",3.75,3.78,3.62,3.66,-,0.17,3.66,223,3.67,322,0.00,2016-02-01
692452,20989,318,2337,旺宏,"13,314,816","3,078","49,567,360",3.64,3.83,3.60,3.77,+,0.11,3.77,374,3.78,60,0.00,2016-02-02
693394,21931,318,2337,旺宏,"8,142,344","1,406","30,042,118",3.73,3.74,3.66,3.67,-,0.1,3.67,395,3.68,45,0.00,2016-02-03
694336,22873,318,2337,旺宏,"5,664,479","1,427","20,636,647",3.65,3.67,3.60,3.64,-,0.03,3.64,180,3.65,107,0.00,2016-02-15
695277,23814,317,2337,旺宏,"7,428,292","1,433","27,607,767",3.67,3.76,3.66,3.75,+,0.11,3.73,3,3.75,6,0.00,2016-02-16
696218,24755,317,2337,旺宏,"5,639,860","1,246","21,394,629",3.86,3.86,3.75,3.78,+,0.03,3.77,116,3.78,113,0.00,2016-02-17
697159,25696,317,2337,旺宏,"5,388,509","1,246","20,330,365",3.80,3.82,3.75,3.75,-,0.03,3.75,358,3.77,50,0.00,2016-02-18
698100,26637,317,2337,旺宏,"3,914,510",957,"14,751,129",3.75,3.80,3.75,3.80,+,0.05,3.77,7,3.80,294,0.00,2016-02-19
699041,27578,317,2337,旺宏,"3,650,179",934,"13,777,567",3.80,3.81,3.75,3.76,-,0.04,3.76,80,3.77,6,0.00,2016-02-22
699982,28519,317,2337,旺宏,"5,027,299","1,237","18,901,247",3.79,3.79,3.74,3.76, ,0.0,3.75,166,3.76,462,0.00,2016-02-23
700923,29460,317,2337,旺宏,"4,811,154","1,181","17,969,999",3.76,3.78,3.71,3.72,-,0.04,3.71,717,3.72,22,0.00,2016-02-24
701864,30401,317,2337,旺宏,"5,990,400","1,214","22,244,881",3.73,3.75,3.69,3.72, ,0.0,3.71,49,3.72,452,0.00,2016-02-25
702804,31341,316,2337,旺宏,"6,100,587","1,434","22,782,558",3.71,3.79,3.70,3.78,+,0.06,3.77,262,3.78,88,0.00,2016-02-26
703744,32281,316,2337,旺宏,"4,840,271","1,403","18,143,879",3.73,3.77,3.73,3.74,-,0.04,3.74,96,3.75,5,0.00,2016-02-30
704684,33221,316,2337,旺宏,"11,735,011","2,346","44,864,888",3.75,3.85,3.75,3.85,+,0.11,3.84,107,3.85,476,0.00,2016-02-31
705624,34161,316,2337,旺宏,"4,840,271","1,403","18,143,879",3.73,3.77,3.73,3.74,-,0.04,3.74,96,3.75,5,0.00,2016-03-01
706564,35101,316,2337,旺宏,"11,735,011","2,346","44,864,888",3.75,3.85,3.75,3.85,+,0.11,3.84,107,3.85,476,0.00,2016-03-02
707504,36041,316,2337,旺宏,"41,880,953","4,996","173,347,957",3.92,4.23,3.92,4.23,+,0.38,4.23,620,--,0,0.00,2016-03-03
708444,36981,316,2337,旺宏,"26,761,306","5,382","115,648,744",4.23,4.47,4.13,4.38,+,0.15,4.38,404,4.39,229,0.00,2016-03-04
709384,37921,316,2337,旺宏,"12,707,906","2,977","55,671,772",4.38,4.45,4.31,4.40,+,0.02,4.39,22,4.40,420,0.00,2016-03-07
710324,38861,316,2337,旺宏,"8,368,172","2,227","37,039,918",4.48,4.48,4.39,4.42,+,0.02,4.42,52,4.43,1,0.00,2016-03-08
711264,39801,316,2337,旺宏,"6,459,266","1,705","28,312,292",4.42,4.43,4.34,4.40,-,0.02,4.39,26,4.40,367,0.00,2016-03-09
712204,40741,316,2337,旺宏,"11,301,518","2,814","50,917,853",4.40,4.57,4.37,4.55,+,0.15,4.54,114,4.55,375,0.00,2016-03-10
713143,41680,316,2337,旺宏,"6,608,255","1,564","29,645,445",4.57,4.57,4.45,4.45,-,0.1,4.45,342,4.46,1,0.00,2016-03-11
714082,42619,316,2337,旺宏,"6,998,559","1,615","30,673,860",4.45,4.45,4.35,4.39,-,0.06,4.38,141,4.40,26,0.00,2016-03-14
715021,43558,316,2337,旺宏,"8,006,865","1,733","34,334,726",4.35,4.43,4.11,4.20,-,0.19,4.20,351,4.21,31,0.00,2016-03-15
715961,44498,317,2337,旺宏,"4,271,430","1,254","18,455,921",4.23,4.37,4.23,4.32,+,0.12,4.32,22,4.33,139,0.00,2016-03-16
716902,45439,318,2337,旺宏,"5,221,280","1,318","22,482,416",4.32,4.42,4.23,4.23,-,0.09,4.23,70,4.24,6,0.00,2016-03-17
717845,46382,320,2337,旺宏,"7,321,618","1,783","31,457,892",4.27,4.40,4.25,4.25,+,0.02,4.25,211,4.26,1,0.00,2016-03-18
718788,47325,320,2337,旺宏,"3,511,908","1,133","14,863,029",4.25,4.26,4.20,4.22,-,0.03,4.22,81,4.24,63,0.00,2016-03-21
719732,48269,321,2337,旺宏,"4,803,009","1,311","20,046,394",4.16,4.22,4.15,4.16,-,0.06,4.16,242,4.17,127,0.00,2016-03-22
720676,49213,321,2337,旺宏,"3,375,630",932,"14,025,630",4.15,4.20,4.13,4.15,-,0.01,4.15,3,4.16,125,0.00,2016-03-23
721620,50157,321,2337,旺宏,"4,078,893",997,"16,815,043",4.15,4.16,4.10,4.12,-,0.03,4.12,44,4.13,97,0.00,2016-03-24
722564,51101,321,2337,旺宏,"4,654,506",945,"19,022,145",4.12,4.15,4.05,4.08,-,0.04,4.08,317,4.09,47,0.00,2016-03-25
723508,52045,321,2337,旺宏,"4,437,811",849,"18,083,506",4.08,4.13,4.05,4.07,-,0.01,4.07,215,4.08,36,0.00,2016-03-28
724455,52992,324,2337,旺宏,"4,059,275",912,"16,535,908",4.07,4.12,4.05,4.06,-,0.01,4.05,"1,263",4.06,110,0.00,2016-03-29
725402,53939,324,2337,旺宏,"3,087,480",960,"12,636,120",4.07,4.12,4.07,4.10,+,0.04,4.10,85,4.11,101,0.00,2016-03-30
726349,54886,324,2337,旺宏,"6,071,587","1,576","25,258,368",4.12,4.21,4.12,4.20,+,0.1,4.20,5,4.21,44,0.00,2016-03-31
727296,55833,324,2337,旺宏,"5,111,650","1,249","21,408,143",4.21,4.26,4.14,4.14,-,0.06,4.14,407,4.16,9,0.00,2016-04-01
728243,56780,324,2337,旺宏,"3,374,862",939,"13,784,115",4.11,4.13,4.07,4.08,-,0.06,4.08,109,4.10,55,0.00,2016-04-06
729190,57727,324,2337,旺宏,"3,526,036",725,"14,306,124",4.08,4.10,4.04,4.04,-,0.04,4.04,156,4.05,40,0.00,2016-04-07
730135,58672,324,2337,旺宏,"4,030,249",742,"16,276,492",4.01,4.07,4.01,4.06,+,0.02,4.05,19,4.06,11,0.00,2016-04-08
731080,59617,324,2337,旺宏,"3,216,103",688,"12,944,305",4.05,4.05,4.00,4.05,-,0.01,4.05,40,4.06,242,0.00,2016-04-11
732025,60562,324,2337,旺宏,"4,802,446",892,"19,390,464",4.02,4.07,4.02,4.03,-,0.02,4.03,78,4.05,348,0.00,2016-04-12
732971,61508,324,2337,旺宏,"2,996,653",820,"12,094,142",4.03,4.06,4.02,4.03, ,0.0,4.03,100,4.04,44,0.00,2016-04-13
733917,62454,324,2337,旺宏,"2,658,727",737,"10,765,672",4.06,4.09,4.03,4.06,+,0.03,4.04,4,4.06,118,0.00,2016-04-14
734863,63400,324,2337,旺宏,"2,308,028",620,"9,318,191",4.06,4.06,4.02,4.03,-,0.03,4.03,93,4.04,3,0.00,2016-04-15
735809,64346,324,2337,旺宏,"3,002,731",684,"12,058,604",4.01,4.04,4.00,4.02,-,0.01,4.01,200,4.02,13,0.00,2016-04-18
736755,65292,324,2337,旺宏,"2,605,510",730,"10,475,650",4.03,4.05,4.00,4.02, ,0.0,4.02,171,4.03,1,0.00,2016-04-19
737701,66238,324,2337,旺宏,"3,761,041","1,016","15,051,303",4.03,4.03,3.98,3.98,-,0.04,3.98,263,3.99,19,0.00,2016-04-20
738647,67184,324,2337,旺宏,"2,203,019",625,"8,816,031",4.00,4.02,3.99,3.99,+,0.01,3.99,"1,124",4.00,3,0.00,2016-04-21
739592,68129,324,2337,旺宏,"16,669,827","2,535","69,695,243",4.00,4.24,4.00,4.19,+,0.2,4.18,125,4.19,355,0.00,2016-04-22
740537,69074,324,2337,旺宏,"4,361,368",888,"17,987,530",4.19,4.19,4.09,4.10,-,0.09,4.10,14,4.11,61,0.00,2016-04-25
741482,70019,324,2337,旺宏,"4,009,816",785,"16,337,854",4.10,4.10,4.05,4.07,-,0.03,4.07,226,4.08,2,0.00,2016-04-26
742427,70964,324,2337,旺宏,"3,095,900",729,"12,526,718",4.07,4.08,4.02,4.04,-,0.03,4.03,55,4.04,3,0.00,2016-04-27
743372,71909,324,2337,旺宏,"3,877,476",931,"15,585,534",4.04,4.07,3.99,4.00,-,0.04,4.00,154,4.01,4,0.00,2016-04-28
744317,72854,324,2337,旺宏,"31,300,148","4,241","112,906,149",3.60,3.68,3.60,3.60,-,0.4,--,0,3.60,"12,824",0.00,2016-04-29
745262,73799,324,2337,旺宏,"24,961,123","4,097","82,873,536",3.32,3.40,3.27,3.35,-,0.25,3.35,151,3.36,38,0.00,2016-05-03
746206,74743,323,2337,旺宏,"7,259,187","1,413","24,207,806",3.33,3.39,3.31,3.32,-,0.03,3.32,269,3.33,66,0.00,2016-05-04
747150,75687,323,2337,旺宏,"6,040,283","1,242","19,942,980",3.32,3.35,3.28,3.28,-,0.04,3.28,295,3.29,21,0.00,2016-05-05
748094,76631,323,2337,旺宏,"6,075,401","1,333","20,031,794",3.30,3.37,3.26,3.37,+,0.09,3.36,19,3.37,57,0.00,2016-05-06
749042,77579,327,2337,旺宏,"3,538,517",820,"11,856,643",3.37,3.39,3.32,3.33,-,0.04,3.33,130,3.34,6,0.00,2016-05-09
749990,78527,327,2337,旺宏,"6,265,118","1,017","20,542,746",3.32,3.32,3.25,3.26,-,0.07,3.26,273,3.27,5,0.00,2016-05-10
750937,79474,327,2337,旺宏,"3,893,652",722,"12,746,457",3.28,3.30,3.26,3.27,+,0.01,3.27,246,3.28,28,0.00,2016-05-11
751884,80421,327,2337,旺宏,"4,003,207",717,"13,009,550",3.25,3.27,3.23,3.23,-,0.04,3.23,154,3.24,33,0.00,2016-05-12
752831,81368,327,2337,旺宏,"10,494,380","1,500","32,866,844",3.23,3.23,3.04,3.05,-,0.18,3.05,37,3.06,63,0.0,2016-05-13
753778,82315,327,2337,旺宏,"7,548,490","1,265","22,694,320",3.05,3.08,2.99,3.00,-,0.05,3.00,177,3.01,51,0.0,2016-05-16
754725,83262,327,2337,旺宏,"7,952,718","1,385","23,715,987",3.00,3.03,2.95,3.02,+,0.02,3.02,48,3.03,247,0.0,2016-05-17
755672,84209,327,2337,旺宏,"44,010,135","7,033","122,500,434",2.80,2.90,2.72,2.88,-,0.14,2.88,238,2.89,12,0.0,2016-05-18
756620,85157,327,2337,旺宏,"8,022,973","2,012","22,046,916",2.71,2.82,2.70,2.72,-,0.16,2.72,104,2.73,27,0.0,2016-05-19
757569,86106,327,2337,旺宏,"3,176,267",912,"8,672,411",2.70,2.80,2.70,2.74,+,0.02,2.74,477,2.75,21,0.0,2016-05-20
758518,87055,327,2337,旺宏,"3,563,409",781,"9,671,898",2.70,2.77,2.70,2.73,-,0.01,2.73,435,2.74,86,0.00,2016-05-23
759467,88004,327,2337,旺宏,"3,370,760",746,"9,186,876",2.69,2.77,2.62,2.76,+,0.03,2.75,300,2.76,6,0.00,2016-05-24
760416,88953,327,2337,旺宏,"3,126,619",862,"8,789,586",2.71,2.87,2.71,2.85,+,0.09,2.85,522,2.86,47,0.00,2016-05-25
761365,89902,327,2337,旺宏,"7,312,162","1,750","22,737,702",2.87,3.13,2.87,3.13,+,0.28,3.13,599,--,0,0.00,2016-05-26
762313,90850,327,2337,旺宏,"7,633,096","1,111","24,847,465",3.13,3.33,3.10,3.30,+,0.17,3.28,10,3.30,100,0.00,2016-05-27
763261,91798,327,2337,旺宏,"3,131,696",672,"10,045,192",3.21,3.28,3.15,3.19,-,0.11,3.19,27,3.20,11,0.00,2016-05-30
764209,92746,327,2337,旺宏,"14,434,965","1,344","42,317,184",3.23,3.23,2.88,2.88,-,0.31,--,0,2.88,"15,706",0.00,2016-05-31
765159,93696,327,2337,旺宏,"14,784,478","2,518","39,150,870",2.60,2.77,2.60,2.65,-,0.23,2.65,12,2.66,5,0.00,2016-06-01
766109,94646,327,2337,旺宏,"9,583,852","1,424","25,683,182",2.65,2.75,2.63,2.68,+,0.03,2.68,11,2.70,1,0.00,2016-06-02
767059,95596,327,2337,旺宏,"8,132,317","1,306","22,108,414",2.67,2.76,2.67,2.74,+,0.06,2.71,5,2.74,13,0.00,2016-06-03
768009,96546,327,2337,旺宏,"6,346,507",576,"16,990,499",2.73,2.74,2.64,2.68,-,0.06,2.67,207,2.68,37,0.00,2016-06-04
768959,97496,327,2337,旺宏,"7,921,545","1,907","20,811,884",2.65,2.70,2.60,2.62,-,0.06,2.62,296,2.64,35,0.00,2016-06-06
769909,98446,327,2337,旺宏,"11,088,380","2,775","28,624,467",2.62,2.65,2.50,2.54,-,0.08,2.54,22,2.55,8,0.00,2016-06-07
770859,99396,327,2337,旺宏,"14,883,194","3,132","37,331,130",2.52,2.54,2.48,2.53,-,0.01,2.50,269,2.53,62,0.00,2016-06-08
771809,100346,327,2337,旺宏,"11,737,170","3,446","28,986,488",2.48,2.63,2.41,2.60,+,0.07,2.50,10,2.60,35,0.00,2016-06-13
772759,101296,327,2337,旺宏,"22,426,845","2,744","53,466,938",2.58,2.58,2.34,2.34,-,0.26,--,0,2.34,422,0.00,2016-06-14
773711,102248,329,2337,旺宏,"16,197,869","2,190","35,412,631",2.36,2.36,2.11,2.26,-,0.08,2.26,260,2.28,3,0.00,2016-06-15
774663,103200,329,2337,旺宏,"9,666,771","1,496","22,704,788",2.35,2.41,2.26,2.32,+,0.06,2.32,126,2.33,5,0.00,2016-06-16
775616,104153,330,2337,旺宏,"42,215,603","2,060","95,131,900",2.34,2.39,2.20,2.24,-,0.08,2.24,602,2.25,130,0.00,2016-06-17
776569,105106,330,2337,旺宏,"9,571,358","1,209","21,764,650",2.24,2.29,2.24,2.29,+,0.05,2.29,16,2.30,142,0.00,2016-06-20
777522,106059,330,2337,旺宏,"9,624,171","1,412","22,260,134",2.27,2.39,2.27,2.37,+,0.08,2.37,8,2.38,23,0.00,2016-06-21
778476,107013,330,2337,旺宏,"13,163,711","1,302","33,291,212",2.44,2.60,2.38,2.59,+,0.22,2.57,106,2.59,165,0.00,2016-06-22
779430,107967,330,2337,旺宏,"12,706,359","1,519","33,754,816",2.54,2.78,2.54,2.72,+,0.13,2.72,27,2.73,1,0.00,2016-06-23
780383,108920,330,2337,旺宏,"9,829,457","1,144","26,190,586",2.77,2.77,2.54,2.59,-,0.13,2.59,101,2.60,26,0.00,2016-06-24
781336,109873,330,2337,旺宏,"4,793,295",647,"12,920,256",2.60,2.76,2.52,2.75,+,0.16,2.75,218,2.76,129,0.00,2016-06-27
782289,110826,330,2337,旺宏,"9,634,521","1,401","26,784,636",2.76,2.87,2.65,2.73,-,0.02,2.72,12,2.73,7,0.00,2016-06-28
783242,111779,330,2337,旺宏,"4,629,662",704,"12,604,366",2.79,2.79,2.69,2.75,+,0.02,2.75,45,2.76,188,0.00,2016-06-29
784195,112732,330,2337,旺宏,"6,948,248",977,"19,471,118",2.82,2.85,2.74,2.83,+,0.08,2.82,50,2.83,53,0.00,2016-06-30
785147,113684,330,2337,旺宏,"5,559,407",804,"15,585,287",2.84,2.85,2.77,2.83, ,0.0,2.79,35,2.83,100,0.00,2016-06-31
786099,114636,330,2337,旺宏,"5,559,407",804,"15,585,287",2.84,2.85,2.77,2.83, ,0.0,2.79,35,2.83,100,0.00,2016-07-01
787051,115588,330,2337,旺宏,"3,587,083",558,"10,057,137",2.84,2.86,2.79,2.82,-,0.01,2.80,47,2.82,17,0.00,2016-07-04
788003,116540,330,2337,旺宏,"4,551,248",663,"12,905,129",2.83,2.86,2.81,2.86,+,0.04,2.85,30,2.86,164,0.00,2016-07-05
788956,117493,330,2337,旺宏,"4,322,177",583,"12,270,126",2.82,2.86,2.81,2.85,-,0.01,2.84,63,2.85,292,0.00,2016-07-06
