,Unnamed: 0,Unnamed: 0.1,證券代號,證券名稱,成交股數,成交筆數,成交金額,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示買量,最後揭示賣價,最後揭示賣量,本益比,日期
888126,216663,341,2330,台積電,"53,946,366","21,618","9,634,395,330",179.00,179.50,178.00,178.00,-,5.0,178.00,"7,219",178.50,"1,522",15.05,2016-12-02
889100,217637,341,2330,台積電,"32,249,536","10,198","5,771,614,169",178.00,180.00,178.00,179.00,+,1.0,179.00,"1,194",179.50,550,15.13,2016-12-05
890074,218611,341,2330,台積電,"27,728,861","10,430","5,051,414,702",181.00,183.00,180.50,182.00,+,3.0,182.00,"2,157",182.50,807,15.38,2016-12-06
891048,219585,341,2330,台積電,"14,529,260","5,127","2,645,149,219",183.00,183.50,181.50,181.50,-,0.5,181.50,640,182.00,"2,205",15.34,2016-12-07
892022,220559,341,2330,台積電,"27,276,757","11,258","5,030,766,288",184.00,185.50,183.00,185.50,+,4.0,185.00,119,185.50,"1,351",15.68,2016-12-08
892998,221535,343,2330,台積電,"24,890,768","8,116","4,618,750,580",186.00,186.00,184.50,186.00,+,0.5,185.50,138,186.00,"2,736",15.72,2016-12-09
893974,222511,343,2330,台積電,"18,817,929","6,853","3,494,579,936",186.00,187.00,184.00,185.00,-,1.0,184.50,"1,129",185.00,455,15.64,2016-12-12
894950,223487,343,2330,台積電,"23,692,594","7,561","4,398,859,330",186.50,186.50,184.50,186.00,+,1.0,185.50,899,186.00,731,15.72,2016-12-13
895927,224464,343,2330,台積電,"16,768,971","6,485","3,131,823,106",186.50,187.50,185.50,187.50,+,1.5,187.00,529,187.50,"1,908",15.85,2016-12-14
896904,225441,343,2330,台積電,"24,244,941","6,135","4,508,246,366",185.00,187.50,184.50,187.00,-,0.5,187.00,"1,204",187.50,"2,161",15.81,2016-12-15
897881,226418,343,2330,台積電,"36,266,938","7,994","6,720,634,530",185.50,187.00,185.00,185.00,-,2.0,184.50,"3,055",185.00,61,15.64,2016-12-16
898858,227395,343,2330,台積電,"20,553,355","7,956","3,763,429,465",184.00,184.50,182.50,182.50,-,2.5,182.50,964,183.00,198,15.43,2016-12-19
899836,228373,343,2330,台積電,"24,243,414","10,223","4,394,840,051",181.00,182.50,180.00,182.50, ,0.0,182.00,445,182.50,615,15.43,2016-12-20
900814,229351,343,2330,台積電,"32,234,176","11,377","5,828,554,894",181.00,182.00,180.00,180.00,-,2.5,180.00,"6,547",180.50,1,15.22,2016-12-21
901792,230329,343,2330,台積電,"26,509,271","10,768","4,758,580,950",180.00,180.50,179.00,179.00,-,1.0,179.00,"5,095",179.50,514,15.13,2016-12-22
902771,231308,343,2330,台積電,"24,376,885","9,298","4,359,360,001",179.00,180.00,178.50,178.50,-,0.5,178.50,"3,240",179.00,"1,868",15.09,2016-12-23
903751,232288,343,2330,台積電,"5,694,358","3,404","1,021,265,940",179.00,180.00,179.00,179.50,+,1.0,179.50,299,180.00,"2,077",15.17,2016-12-26
904731,233268,343,2330,台積電,"8,276,087","4,246","1,488,495,160",180.00,180.50,179.50,180.00,+,0.5,179.50,"4,156",180.00,"2,092",15.22,2016-12-27
905711,234248,343,2330,台積電,"21,441,126","7,026","3,896,591,783",181.00,182.00,180.50,182.00,+,2.0,181.50,241,182.00,878,15.38,2016-12-28
906691,235228,343,2330,台積電,"30,211,764","10,947","5,453,513,284",180.00,181.50,180.00,180.00,-,2.0,180.00,"6,707",180.50,893,15.22,2016-12-29
907672,236209,344,2330,台積電,"36,748,382","11,638","6,647,442,778",181.00,182.50,180.00,181.50,+,1.5,181.00,80,181.50,961,15.34,2016-12-30
908654,344,344,2330,台積電,"23,550,783","8,743","4,300,648,272",181.50,183.50,181.00,183.00,+,1.5,182.50,"1,932",183.00,526,15.47,2017-01-03
909635,1325,344,2330,台積電,"24,482,374","8,476","4,478,699,942",183.00,184.00,181.50,183.00, ,0.0,183.00,"1,350",183.50,"1,045",15.47,2017-01-04
910616,2306,344,2330,台積電,"21,373,561","8,297","3,913,389,163",182.00,183.50,181.50,183.50,+,0.5,183.00,146,183.50,777,15.51,2017-01-05
911597,3287,344,2330,台積電,"23,120,808","9,659","4,250,912,732",184.00,184.50,183.50,184.00,+,0.5,183.50,"2,162",184.00,"1,216",15.55,2017-01-06
912578,4268,344,2330,台積電,"18,583,788","5,759","3,419,409,204",184.00,185.00,183.00,184.00, ,0.0,183.50,"2,582",184.00,36,15.55,2017-01-09
913559,5249,344,2330,台積電,"20,691,305","7,831","3,811,496,280",184.50,185.50,183.50,184.00, ,0.0,184.00,159,184.50,"1,270",15.55,2017-01-10
914541,6231,344,2330,台積電,"29,747,168","10,509","5,438,136,536",185.00,185.00,181.50,182.00,-,2.0,181.50,"1,780",182.00,330,15.38,2017-01-11
915522,7212,343,2330,台積電,"48,599,502","13,220","8,959,263,194",182.50,185.50,182.50,184.50,+,2.5,184.00,"1,140",184.50,357,15.60,2017-01-12
916503,8193,343,2330,台積電,"53,089,358","16,366","9,622,624,651",180.50,182.50,180.50,181.50,-,3.0,181.00,"3,671",181.50,496,15.34,2017-01-13
917485,9175,344,2330,台積電,"30,878,049","13,441","5,545,432,320",180.00,180.50,179.00,179.50,-,2.0,179.50,293,180.00,512,15.17,2017-01-16
918470,10160,346,2330,台積電,"13,207,419","5,771","2,386,575,839",180.50,181.00,179.50,181.00,+,1.5,180.50,"1,441",181.00,88,15.30,2017-01-17
919457,11147,346,2330,台積電,"23,810,637","7,783","4,292,682,797",180.50,181.00,179.50,181.00, ,0.0,180.50,66,181.00,"1,897",15.30,2017-01-18
920444,12134,346,2330,台積電,"25,935,613","8,400","4,673,783,621",179.50,181.00,179.50,180.50,-,0.5,180.00,"5,633",180.50,768,15.26,2017-01-19
921431,13121,346,2330,台積電,"42,317,086","7,803","7,658,563,990",181.00,181.50,180.50,181.00,+,0.5,181.00,864,181.50,777,15.30,2017-01-20
922418,14108,346,2330,台積電,"58,299,156","13,560","10,699,572,592",182.50,185.00,182.50,185.00,+,4.0,184.50,3,185.00,"3,238",15.64,2017-01-23
923406,15096,347,2330,台積電,"72,014,239","14,227","13,356,900,945",185.00,186.50,184.50,185.50,+,0.5,185.50,30,186.00,"2,972",15.68,2017-01-24
924394,16084,347,2330,台積電,"153,703,780","21,047","28,731,441,750",188.00,188.50,184.00,184.50,-,1.0,184.50,569,185.00,34,15.60,2017-02-02
925381,17071,347,2330,台積電,"30,387,652","8,079","5,604,884,683",186.00,186.00,183.50,184.50, ,0.0,184.00,394,184.50,571,15.60,2017-02-03
926368,18058,347,2330,台積電,"29,702,832","8,330","5,476,151,588",184.50,185.50,184.00,184.50, ,0.0,184.00,207,184.50,237,15.60,2017-02-06
927355,19045,347,2330,台積電,"23,981,988","8,712","4,418,689,272",183.50,185.00,183.00,184.50, ,0.0,184.50,"3,187",185.00,"2,115",15.60,2017-02-07
928342,20032,347,2330,台積電,"45,607,272","8,245","8,371,548,478",183.50,184.50,183.00,183.50,-,1.0,183.50,"2,931",184.00,47,15.51,2017-02-08
929329,21019,347,2330,台積電,"23,419,788","6,639","4,320,161,722",184.00,185.50,183.50,184.00,+,0.5,184.00,"1,477",184.50,"1,427",15.55,2017-02-09
930316,22006,347,2330,台積電,"49,257,380","9,566","9,113,650,300",184.50,185.50,184.00,185.50,+,1.5,185.00,"1,409",185.50,831,15.68,2017-02-10
931304,22994,347,2330,台積電,"26,155,819","10,124","4,904,437,753",186.50,188.00,186.50,187.50,+,2.0,187.50,"2,521",188.00,"4,566",15.85,2017-02-13
932292,23982,347,2330,台積電,"46,716,940","11,413","8,798,947,193",189.00,190.00,187.50,187.50, ,0.0,187.50,686,188.00,954,15.85,2017-02-14
933280,24970,347,2330,台積電,"39,928,274","12,905","7,528,270,012",187.00,189.50,186.50,189.00,+,1.5,189.00,544,189.50,"1,186",15.98,2017-02-15
934268,25958,347,2330,台積電,"28,371,087","9,035","5,360,502,302",190.00,190.50,188.00,189.00, ,0.0,188.50,195,189.00,"1,226",14.66,2017-02-16
935256,26946,347,2330,台積電,"20,407,880","7,390","3,870,482,337",190.00,190.50,189.00,189.50,+,0.5,189.00,"2,281",189.50,130,14.70,2017-02-17
936244,27934,347,2330,台積電,"3,517,102","1,771","667,392,778",190.00,190.50,189.50,189.50, ,0.0,189.50,741,190.00,"1,216",14.70,2017-02-18
937232,28922,347,2330,台積電,"13,280,401","6,466","2,523,599,428",190.00,190.50,189.50,190.00,+,0.5,189.50,"1,642",190.00,238,14.74,2017-02-20
938222,29912,349,2330,台積電,"31,987,532","8,646","6,058,373,156",190.00,190.00,188.50,190.00, ,0.0,189.50,681,190.00,"3,448",14.74,2017-02-21
939212,30902,349,2330,台積電,"26,144,905","6,199","4,946,742,296",190.50,191.00,188.50,188.50,-,1.5,188.50,"1,596",189.00,"1,738",14.62,2017-02-22
940202,31892,349,2330,台積電,"36,095,621","7,885","6,809,495,260",188.00,189.50,187.00,188.50, ,0.0,188.00,806,188.50,761,14.62,2017-02-23
941192,32882,349,2330,台積電,"26,177,021","7,417","4,945,608,983",187.50,190.50,187.50,189.00,+,0.5,189.00,498,189.50,23,14.66,2017-02-24
942183,33873,349,2330,台積電,"48,263,273","12,019","9,041,728,541",188.50,188.50,186.00,186.00,-,3.0,186.00,"2,348",186.50,294,14.43,2017-02-29
943174,34864,349,2330,台積電,"40,879,671","12,567","7,603,470,296",188.00,188.50,185.00,186.00, ,0.0,185.50,556,186.00,503,14.43,2017-02-30
944165,35855,349,2330,台積電,"28,213,610","11,570","5,199,920,850",184.50,185.00,184.00,184.00,-,2.0,184.00,"3,493",184.50,874,14.27,2017-02-31
945156,36846,349,2330,台積電,"48,263,273","12,019","9,041,728,541",188.50,188.50,186.00,186.00,-,3.0,186.00,"2,348",186.50,294,14.43,2017-03-01
946147,37837,349,2330,台積電,"40,879,671","12,567","7,603,470,296",188.00,188.50,185.00,186.00, ,0.0,185.50,556,186.00,503,14.43,2017-03-02
947138,38828,349,2330,台積電,"28,213,610","11,570","5,199,920,850",184.50,185.00,184.00,184.00,-,2.0,184.00,"3,493",184.50,874,14.27,2017-03-03
948129,39819,349,2330,台積電,"12,633,329","5,831","2,321,087,036",184.00,184.50,183.50,183.50,-,0.5,183.50,"1,712",184.00,961,14.24,2017-03-06
949120,40810,349,2330,台積電,"22,816,387","5,824","4,214,029,230",184.00,185.50,184.00,185.50,+,2.0,185.00,50,185.50,"1,340",14.39,2017-03-07
950111,41801,349,2330,台積電,"38,657,077","9,614","7,217,763,409",186.00,188.00,185.50,187.00,+,1.5,187.00,"4,737",187.50,"1,013",14.51,2017-03-08
951102,42792,349,2330,台積電,"31,119,469","12,394","5,750,011,305",185.50,186.00,184.00,184.50,-,2.5,184.50,806,185.00,788,14.31,2017-03-09
952093,43783,348,2330,台積電,"24,886,297","10,065","4,569,391,905",184.00,184.50,183.00,183.50,-,1.0,183.50,652,184.00,589,14.24,2017-03-10
953084,44774,348,2330,台積電,"11,025,355","4,141","2,048,482,530",185.00,186.50,185.00,186.50,+,3.0,186.00,"1,157",186.50,"1,164",14.47,2017-03-13
954078,45768,351,2330,台積電,"24,373,221","7,773","4,564,713,486",188.00,188.00,186.00,186.00,-,0.5,186.00,"1,112",186.50,207,14.43,2017-03-14
955073,46763,351,2330,台積電,"14,147,168","4,952","2,634,475,248",185.50,187.00,185.50,186.50,+,0.5,186.00,"1,124",186.50,42,14.47,2017-03-15
956068,47758,351,2330,台積電,"32,452,964","15,071","6,143,253,446",188.00,190.00,188.00,190.00,+,3.5,189.50,201,190.00,"4,724",14.74,2017-03-16
957063,48753,351,2330,台積電,"38,698,064","10,731","7,377,279,160",189.50,191.50,189.00,191.50,+,1.5,191.00,"1,681",191.50,"3,129",14.86,2017-03-17
958058,49748,351,2330,台積電,"16,531,620","6,790","3,154,243,641",191.50,191.50,189.50,191.50, ,0.0,191.00,390,191.50,326,14.86,2017-03-20
959053,50743,351,2330,台積電,"33,662,234","13,192","6,523,324,906",192.00,195.00,191.50,195.00,+,3.5,194.50,256,195.00,"4,855",15.13,2017-03-21
960048,51738,351,2330,台積電,"27,766,559","9,435","5,349,879,407",192.50,193.50,191.50,193.50,-,1.5,193.00,567,193.50,231,15.01,2017-03-22
961043,52733,351,2330,台積電,"18,831,295","6,052","3,628,401,625",192.00,193.50,192.00,193.50, ,0.0,193.50,231,194.00,"1,614",15.01,2017-03-23
962039,53729,352,2330,台積電,"17,722,202","5,225","3,408,016,684",192.00,193.00,192.00,192.50,-,1.0,192.00,695,192.50,395,14.93,2017-03-24
963035,54725,352,2330,台積電,"29,867,998","6,963","5,766,195,556",194.50,194.50,192.00,193.00,+,0.5,192.50,778,193.00,"1,546",14.97,2017-03-27
964031,55721,352,2330,台積電,"39,522,318","9,380","7,662,549,266",195.00,195.00,192.50,194.50,+,1.5,194.00,202,194.50,"2,518",15.09,2017-03-28
965027,56717,352,2330,台積電,"33,839,400","11,340","6,501,685,654",194.50,194.50,191.00,191.50,-,3.0,191.50,20,192.00,"2,232",14.86,2017-03-29
966025,57715,354,2330,台積電,"30,716,971","9,900","5,884,771,607",192.50,193.00,190.50,191.50, ,0.0,191.50,41,192.00,36,14.86,2017-03-30
967025,58715,356,2330,台積電,"33,996,900","10,225","6,457,321,080",191.00,192.00,189.00,189.00,-,2.5,189.00,"1,778",189.50,7,14.66,2017-03-31
968025,59715,356,2330,台積電,"45,116,406","14,224","8,656,195,632",189.50,193.00,189.50,193.00,+,4.0,192.50,27,193.00,986,14.97,2017-04-05
969025,60715,356,2330,台積電,"17,417,037","6,309","3,337,417,368",193.00,193.00,191.00,191.50,-,1.5,191.00,295,191.50,"1,441",14.86,2017-04-06
970024,61714,355,2330,台積電,"19,066,095","7,861","3,624,732,655",192.00,192.00,188.50,191.00,-,0.5,190.50,469,191.00,424,14.82,2017-04-07
971023,62713,355,2330,台積電,"17,388,929","6,803","3,307,523,455",191.00,191.50,189.50,190.00,-,1.0,189.50,"3,271",190.00,65,14.74,2017-04-10
972022,63712,355,2330,台積電,"9,788,922","3,348","1,862,488,347",190.00,191.00,189.00,191.00,+,1.0,190.50,119,191.00,"1,416",14.82,2017-04-11
973021,64711,355,2330,台積電,"17,418,048","5,778","3,321,982,188",190.50,191.50,190.00,191.00, ,0.0,190.50,203,191.00,352,14.82,2017-04-12
974022,65712,357,2330,台積電,"14,796,174","5,705","2,829,915,284",189.50,192.00,189.50,191.50,+,0.5,191.50,"1,332",192.00,994,14.86,2017-04-13
975022,66712,356,2330,台積電,"31,317,585","12,442","5,909,582,565",189.50,189.50,188.00,189.00,-,2.5,188.50,819,189.00,"4,850",14.66,2017-04-14
976022,67712,356,2330,台積電,"17,111,522","7,470","3,223,517,863",189.00,189.00,187.50,187.50,-,1.5,187.50,377,188.00,730,14.55,2017-04-17
977022,68712,356,2330,台積電,"28,732,770","6,174","5,411,365,190",188.00,189.50,187.50,188.00,+,0.5,187.50,"5,988",188.00,236,14.58,2017-04-18
978022,69712,356,2330,台積電,"31,171,199","9,427","5,828,201,425",187.50,187.50,186.50,186.50,-,1.5,186.50,"3,119",187.00,"1,507",14.47,2017-04-19
979022,70712,356,2330,台積電,"32,697,485","6,751","6,118,457,114",186.50,188.00,186.50,187.00,+,0.5,187.00,"3,814",187.50,159,14.51,2017-04-20
980021,71711,356,2330,台積電,"19,034,232","6,966","3,603,058,600",187.50,190.00,187.50,190.00,+,3.0,189.50,64,190.00,968,14.74,2017-04-21
981020,72710,356,2330,台積電,"29,572,675","5,428","5,612,973,548",191.00,191.50,188.50,190.00, ,0.0,190.00,806,190.50,639,14.74,2017-04-24
982020,73710,357,2330,台積電,"31,952,889","10,510","6,096,631,799",190.50,192.00,189.50,192.00,+,2.0,191.50,1,192.00,"1,477",14.90,2017-04-25
983021,74711,358,2330,台積電,"31,119,972","10,342","5,951,704,052",192.00,192.00,190.50,191.00,-,1.0,191.00,"2,106",191.50,"1,918",14.82,2017-04-26
984022,75712,358,2330,台積電,"35,812,934","9,859","6,877,484,808",192.00,193.00,190.50,193.00,+,2.0,192.50,714,193.00,698,14.97,2017-04-27
985023,76713,358,2330,台積電,"38,381,021","11,671","7,446,882,120",193.50,194.50,193.00,194.50,+,1.5,194.00,30,194.50,"1,042",15.09,2017-04-28
986024,77714,358,2330,台積電,"45,851,963","15,718","9,053,856,108",198.50,199.00,195.50,196.50,+,2.0,196.00,95,196.50,"1,005",15.24,2017-05-02
987025,78715,358,2330,台積電,"27,240,962","9,259","5,390,698,304",198.00,198.50,197.00,198.00,+,1.5,197.50,142,198.00,"1,309",15.36,2017-05-03
988026,79716,358,2330,台積電,"22,194,084","8,787","4,394,409,518",198.50,199.00,197.00,198.00, ,0.0,197.50,788,198.00,355,15.36,2017-05-04
989028,80718,358,2330,台積電,"17,618,358","6,078","3,484,019,026",197.00,198.50,197.00,197.50,-,0.5,197.50,822,198.00,"1,134",15.32,2017-05-05
990031,81721,358,2330,台積電,"39,591,009","15,190","7,943,498,809",199.00,202.50,199.00,202.50,+,5.0,202.00,336,202.50,"1,364",15.71,2017-05-08
991034,82724,358,2330,台積電,"48,285,324","15,467","9,920,879,512",205.50,207.00,203.50,203.50,+,1.0,203.50,"1,105",204.00,518,15.79,2017-05-09
992037,83727,358,2330,台積電,"31,075,759","11,094","6,369,713,620",204.00,206.00,204.00,205.50,+,2.0,205.50,313,206.00,"3,917",14.92,2017-05-10
993040,84730,358,2330,台積電,"44,286,097","16,478","9,144,772,197",204.50,208.50,204.00,207.50,+,2.0,207.00,20,207.50,438,15.07,2017-05-11
994043,85733,358,2330,台積電,"25,507,045","7,515","5,246,098,865",205.00,207.00,205.00,206.00,-,1.5,205.50,126,206.00,648,14.96,2017-05-12
995046,86736,358,2330,台積電,"25,922,334","8,141","5,324,070,590",204.00,206.00,204.00,206.00, ,0.0,205.50,902,206.00,447,14.96,2017-05-15
996049,87739,358,2330,台積電,"36,604,672","11,066","7,468,111,624",205.00,205.00,203.50,204.50,-,1.5,204.00,61,204.50,"1,707",14.85,2017-05-16
997053,88743,359,2330,台積電,"22,606,380","9,323","4,599,735,640",203.00,204.00,203.00,204.00,-,0.5,203.50,888,204.00,777,14.81,2017-05-17
998056,89746,358,2330,台積電,"22,490,217","6,983","4,559,780,051",202.50,204.00,201.50,203.50,-,0.5,203.50,406,204.00,"2,190",14.78,2017-05-18
999059,90749,358,2330,台積電,"17,163,108","6,014","3,490,280,961",203.50,204.50,202.50,203.00,-,0.5,203.00,"2,241",203.50,421,14.74,2017-05-19
1000062,91752,358,2330,台積電,"17,419,705","5,278","3,554,245,920",203.50,205.00,203.00,205.00,+,2.0,204.50,21,205.00,"1,503",14.89,2017-05-22
1001065,92755,358,2330,台積電,"23,028,298","7,003","4,738,103,907",205.00,207.00,204.50,205.00, ,0.0,205.00,685,205.50,959,14.89,2017-05-23
1002068,93758,358,2330,台積電,"18,307,715","5,141","3,760,309,975",205.00,206.00,205.00,205.50,+,0.5,205.50,21,206.00,"1,003",14.92,2017-05-24
1003071,94761,358,2330,台積電,"26,088,748","7,406","5,388,004,408",206.00,207.00,205.50,207.00,+,1.5,206.50,769,207.00,10,15.03,2017-05-25
1004074,95764,358,2330,台積電,"32,976,727","8,059","6,794,923,568",205.00,207.00,205.00,207.00, ,0.0,206.50,467,207.00,245,15.03,2017-05-26
1005078,96768,358,2330,台積電,"67,935,145","11,757","13,853,122,715",206.50,207.00,203.00,203.00,-,4.0,203.00,769,203.50,2,14.74,2017-05-31
1006082,97772,358,2330,台積電,"29,623,649","6,374","6,096,361,694",205.00,207.00,204.50,207.00,+,4.0,206.50,635,207.00,"4,217",15.03,2017-06-01
1007086,98776,358,2330,台積電,"23,265,323","7,429","4,845,442,265",208.50,209.00,207.50,209.00,+,2.0,208.50,42,209.00,"1,350",15.18,2017-06-02
1008090,99780,358,2330,台積電,"1,535,230","1,078","320,348,914",209.00,209.00,208.00,209.00, ,0.0,208.50,237,209.00,585,15.18,2017-06-03
1009094,100784,358,2330,台積電,"22,545,164","8,931","4,746,962,354",209.50,212.00,209.00,212.00,+,3.0,211.50,15,212.00,"1,199",15.40,2017-06-05
1010098,101788,358,2330,台積電,"15,382,025","5,541","3,243,804,586",210.50,211.50,210.50,210.50,-,1.5,210.50,"1,374",211.00,523,15.29,2017-06-06
1011102,102792,358,2330,台積電,"34,729,326","8,034","7,342,424,736",212.00,212.50,210.00,211.50,+,1.0,211.00,366,211.50,391,15.36,2017-06-07
1012106,103796,358,2330,台積電,"21,654,488","7,926","4,599,496,993",212.00,213.00,211.50,213.00,+,1.5,212.50,61,213.00,"1,181",15.47,2017-06-08
1013111,104801,358,2330,台積電,"35,190,159","10,657","7,505,851,237",214.50,215.00,212.00,212.00,-,1.0,212.00,"1,220",212.50,1,15.40,2017-06-09
1014116,105806,358,2330,台積電,"63,111,746","22,473","13,135,046,554",207.00,210.00,207.00,207.50,-,4.5,207.50,707,208.00,738,15.07,2017-06-12
1015121,106811,358,2330,台積電,"49,983,303","13,236","10,381,567,507",207.00,208.50,206.50,208.00,+,0.5,207.50,"3,210",208.00,"2,373",15.11,2017-06-13
1016126,107816,358,2330,台積電,"39,083,899","11,304","8,113,132,831",208.50,209.50,206.00,207.00,-,1.0,206.50,383,207.00,"2,157",15.03,2017-06-14
1017132,108822,358,2330,台積電,"19,486,457","6,497","4,046,560,581",207.50,208.00,207.00,208.00,+,1.0,207.50,292,208.00,278,15.11,2017-06-15
1018138,109828,358,2330,台積電,"32,856,536","9,683","6,902,455,266",207.50,212.00,207.00,211.50,+,3.5,211.00,"1,530",211.50,24,15.36,2017-06-16
1019144,110834,358,2330,台積電,"17,489,571","5,658","3,712,290,873",211.00,213.00,210.50,213.00,+,1.5,213.00,505,213.50,"2,051",15.47,2017-06-19
1020150,111840,358,2330,台積電,"28,784,100","9,135","6,229,988,043",215.00,218.00,214.50,216.50,+,3.5,216.50,"1,019",217.00,"1,048",15.72,2017-06-20
1021155,112845,358,2330,台積電,"45,384,482","12,233","9,793,828,804",216.00,217.00,214.50,215.50,-,1.0,215.50,139,216.00,446,15.65,2017-06-21
1022160,113850,358,2330,台積電,"26,094,649","7,559","5,674,049,232",217.00,218.00,216.50,218.00,+,2.5,218.00,898,218.50,"1,146",15.83,2017-06-22
1023167,114857,360,2330,台積電,"39,686,091","14,539","8,627,393,668",218.00,218.50,217.00,217.00,-,1.0,217.00,"1,220",217.50,"3,943",15.76,2017-06-23
1024174,115864,360,2330,台積電,"60,140,797","20,653","12,848,925,735",212.00,215.00,212.00,215.00,X,0.0,214.50,938,215.00,"3,099",15.61,2017-06-26
1025182,116872,360,2330,台積電,"44,504,785","17,122","9,437,315,205",214.00,214.00,211.00,211.50,-,3.5,211.00,"4,488",211.50,55,15.36,2017-06-27
1026189,117879,360,2330,台積電,"52,273,921","15,953","10,919,812,400",209.50,210.00,208.00,208.50,-,3.0,208.50,"2,449",209.00,"3,649",15.14,2017-06-28
1027196,118886,360,2330,台積電,"27,049,234","8,431","5,678,566,197",210.50,210.50,208.50,210.00,+,1.5,210.00,"2,813",210.50,"1,521",15.25,2017-06-29
1028203,119893,360,2330,台積電,"31,709,978","9,805","6,580,047,422",206.50,208.50,206.50,208.50,-,1.5,208.00,330,208.50,"1,089",15.14,2017-06-30
1029210,120900,360,2330,台積電,"21,066,605","7,037","4,382,736,445",207.50,209.00,207.00,209.00,+,0.5,208.50,487,209.00,53,15.18,2017-07-03
1030217,121907,360,2330,台積電,"21,592,272","8,990","4,476,915,676",208.00,208.50,207.00,207.00,-,2.0,206.50,"1,537",207.00,219,15.03,2017-07-04
1031224,122914,360,2330,台積電,"23,463,030","7,278","4,868,199,460",207.00,208.50,206.50,208.50,+,1.5,208.00,202,208.50,236,15.14,2017-07-05
1032231,123921,360,2330,台積電,"15,260,726","4,473","3,166,474,008",208.00,208.50,207.00,207.50,-,1.0,207.50,571,208.00,"1,820",15.07,2017-07-06
1033238,124928,360,2330,台積電,"21,567,705","8,234","4,449,245,335",207.00,207.50,205.50,206.00,-,1.5,205.50,"2,252",206.00,146,14.96,2017-07-07
1034245,125935,360,2330,台積電,"13,326,526","5,812","2,749,724,552",206.50,207.00,206.00,206.00, ,0.0,206.00,"3,578",206.50,494,14.96,2017-07-10
1035252,126942,360,2330,台積電,"34,593,975","11,217","7,275,696,778",208.00,212.00,207.50,212.00,+,6.0,211.50,25,212.00,811,15.40,2017-07-11
1036259,127949,360,2330,台積電,"26,887,728","9,582","5,690,155,100",211.00,212.50,210.50,210.50,-,1.5,210.50,720,211.00,235,15.29,2017-07-12
1037266,128956,360,2330,台積電,"50,136,849","16,903","10,735,533,186",212.00,216.00,211.50,214.50,+,4.0,214.00,740,214.50,"1,147",15.58,2017-07-13
1038273,129963,360,2330,台積電,"22,364,167","9,330","4,773,890,099",213.00,214.50,212.00,213.00,-,1.5,213.00,"1,109",213.50,15,15.47,2017-07-14
1039280,130970,360,2330,台積電,"21,400,126","8,537","4,566,620,338",215.00,215.50,211.50,213.00, ,0.0,213.00,503,213.50,711,15.47,2017-07-17
1040287,131977,360,2330,台積電,"18,756,453","8,905","3,998,545,790",213.00,214.00,212.00,214.00,+,1.0,213.50,2,214.00,"1,429",15.54,2017-07-18
1041294,132984,360,2330,台積電,"20,661,381","11,699","4,428,023,668",212.50,215.00,212.50,214.50,+,0.5,214.00,644,214.50,12,15.58,2017-07-19
1042301,133991,360,2330,台積電,"20,795,770","8,261","4,468,108,550",215.00,215.50,214.00,215.50,+,1.0,215.00,49,215.50,"1,034",15.65,2017-07-20
1043308,134998,360,2330,台積電,"15,422,136","7,558","3,302,914,894",214.00,215.00,213.50,214.00,-,1.5,214.00,"2,386",214.50,50,15.54,2017-07-21
1044315,136005,360,2330,台積電,"20,002,702","6,805","4,279,712,228",213.50,214.50,213.00,214.50,+,0.5,214.00,29,214.50,736,15.58,2017-07-24
1045322,137012,360,2330,台積電,"13,853,196","4,836","2,965,264,666",214.00,214.50,213.50,214.00,-,0.5,214.00,"2,261",214.50,612,15.54,2017-07-25
1046329,138019,360,2330,台積電,"15,900,563","5,219","3,393,269,119",215.00,215.00,212.50,213.00,-,1.0,213.00,"1,540",213.50,185,15.47,2017-07-26
1047336,139026,360,2330,台積電,"23,045,021","9,138","4,959,471,015",213.50,216.00,213.50,215.50,+,2.5,215.50,478,216.00,"1,805",15.65,2017-07-27
1048344,140034,361,2330,台積電,"21,121,133","7,997","4,498,197,191",213.00,214.00,212.50,213.00,-,2.5,213.00,972,213.50,776,15.47,2017-07-28
1049352,141042,361,2330,台積電,"20,363,314","6,039","4,352,541,276",211.50,214.50,211.50,214.50,+,1.5,214.00,1,214.50,"1,912",15.58,2017-07-31
1050360,142050,361,2330,台積電,"20,314,999","7,318","4,325,934,287",212.50,214.00,212.00,212.00,-,2.5,212.00,"3,148",212.50,117,15.40,2017-08-01
1051368,143058,361,2330,台積電,"30,528,035","11,028","6,574,998,275",214.00,216.00,214.00,216.00,+,4.0,215.50,15,216.00,"1,805",15.69,2017-08-02
1052376,144066,361,2330,台積電,"27,097,397","7,041","5,779,905,218",213.00,214.00,212.50,213.50,-,2.5,213.50,11,214.00,"1,274",15.50,2017-08-03
1053384,145074,361,2330,台積電,"22,187,420","5,240","4,735,259,954",213.50,214.00,212.50,213.00,-,0.5,213.00,"4,214",213.50,962,15.47,2017-08-04
1054391,146081,360,2330,台積電,"21,594,977","7,115","4,653,776,958",213.50,216.50,213.50,216.00,+,3.0,215.50,"1,615",216.00,192,15.69,2017-08-07
1055398,147088,360,2330,台積電,"25,223,804","8,404","5,483,118,368",217.50,219.00,216.00,217.50,+,1.5,217.00,405,217.50,"1,345",15.80,2017-08-08
